         1850643 function calls (1742367 primitive calls) in 1.417 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       20    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\event.py:195(unregister)
       36    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\typing\listdecl.py:90(generic)
      228    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\ir_utils.py:714(<setcomp>)
      361    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\types\abstract.py:115(__repr__)
       51    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\enum.py:828(__setattr__)
        2    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\typeinfer.py:1018(seed_return)
        7    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\functools.py:518(decorating_function)
       72    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\dis.py:639(findlinestarts)
       60    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\enum.py:79(_is_private)
       62    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\collections\__init__.py:442(_make)
      271    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\bytecode.py:411(find_exception_entry)
       39    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\typing.py:1320(__setattr__)
       43    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\base.py:1150(add_linking_libs)
        7    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\typing.py:159(_type_convert)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\tempfile.py:154(__next__)
      271    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\byteflow.py:52(__init__)
       80    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\llvmlite\ir\values.py:1057(_expand)
        5    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\typing\context.py:93(match)
        5    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Compress' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\misc\cffiimpl.py:1(<module>)
      103    0.000    0.000    0.000    0.000 <frozen ntpath>:35(_get_bothseps)
        4    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\interpreter.py:2730(op_BUILD_TUPLE)
       48    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\typeinfer.py:767(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\cpython\old_hashing.py:561(_gen_siphash)
       16    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\datamodel\registry.py:9(wraps)
      177    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\llvmlite\ir\instructions.py:119(args)
        4    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\untyped_passes.py:1785(run_pass)
        8    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\controlflow.py:65(__eq__)
        1    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\typed\dictobject.py:61(Status)
        1    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\typed\typedlist.py:193(List)
        1    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\typing\dictdecl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\parfors\parfor_lowering.py:1889(<listcomp>)
       62    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\importlib\metadata\__init__.py:193(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\transforms.py:334(rewrite_single_backedge)
        1    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\interpreter.py:1917(op_UNPACK_SEQUENCE)
        4    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numpy\_core\getlimits.py:598(smallest_normal)
       62    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\llvmlite\binding\ffi.py:368(__enter__)
      360    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\llvmlite\ir\instructions.py:111(callee)
       65    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\ir.py:63(__str__)
       66    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\typeinfer.py:550(__init__)
       28    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\rewrites\ir_print.py:59(match)
        4    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\inline_closurecall.py:889(_find_arraycall)
        9    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\dispatcher.py:285(<listcomp>)
       24    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\parfors\array_analysis.py:158(<genexpr>)
      161    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\datamodel\old_models.py:139(<genexpr>)
        9    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\base.py:469(get_data_type)
       37    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\parfors\array_analysis.py:369(__init__)
       33    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\ir.py:1277(copy)
       33    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\threading.py:90(RLock)
      516    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\pythonapi.py:892(restore_thread)
        5    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\typeinfer.py:1238(check_undef_var_in_calls)
        7    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\dispatcher.py:330(get_overload)
       19    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\datamodel\manager.py:23(register)
        6    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\byteflow.py:1576(_binaryop)
      351    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\interpreter.py:1774(current_scope)
       69    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\enum.py:747(__delattr__)
       12    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\functools.py:660(_c3_merge)
        2    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\pythonapi.py:281(err_occurred)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\zipfile.py:1255(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\parfors\parfor_lowering.py:1869(load_potential_tuple_var)
        2    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\parfors\array_analysis.py:2122(_analyze_op_static_getitem)
      256    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        6    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\enum.py:1008(_find_new_)
        5    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\utils.py:404(__init__)
        5    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\typing\context.py:75(finditer)
       38    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\targetconfig.py:114(setter)
        5    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\controlflow.py:223(_in_loops)
        5    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\annotations\type_annotations.py:56(__init__)
        7    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\cloudpickle\cloudpickle.py:1270(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\cpython\old_tupleobj.py:346(static_getitem_tuple)
      167    0.000    0.000    0.000    0.000 {built-in method _ctypes.byref}
      104    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\llvmlite\ir\values.py:615(__hash__)
        1    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\runtime\context.py:25(NRTContext)
        1    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\compiler.py:622(define_parfor_gufunc_pipeline)
        4    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\byteflow.py:1401(op_BUILD_TUPLE)
      105    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\ir_utils.py:1359(find_single_branch)
       95    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\parfors\array_analysis.py:439(<genexpr>)
       47    0.000    0.000    0.000    0.000 {built-in method nt._getfullpathname}
        2    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\types\functions.py:411(<listcomp>)
       37    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\sigutils.py:43(check_type)
      216    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
      107    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\byteflow.py:1910(pop)
        3    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\dispatcher.py:295(add_overload)
       13    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\cpython\old_builtins.py:360(constant_dummy)
        5    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\typed_passes.py:127(legalize_return_type)
       82    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\np\npyimpl.py:712(_KernelImpl)
       72    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\ir.py:902(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\parfors\array_analysis.py:1551(_analyze_op_getattr)
        4    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\parfors\parfor.py:1605(__init__)
      221    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\utils.py:233(top)
       15    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\datamodel\old_models.py:336(__init__)
       48    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\pathlib.py:147(splitroot)
       25    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\parfors\parfor.py:3434(_lower_parfor_sequential_block)
       16    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\base.py:803(get_dummy_value)
       11    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\ir.py:398(binop)
        1    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\codegen.py:825(get_function)
       94    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\byteflow.py:309(_is_null_temp_reg)
      133    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
        2    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\typing.py:866(__init__)
     12/7    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\functools.py:725(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\typing\ctypes_utils.py:1(<module>)
        8    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\typing\old_builtins.py:604(generic)
      193    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\llvmlite\ir\values.py:953(entry_basic_block)
       12    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\ir.py:436(build_tuple)
      240    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\core\compiler_machinery.py:279(debug_print)
        1    0.000    0.000    0.000    0.000 C:\Users\natha\OneDrive\Bureau\Juego de la vida de Conway\venv\Lib\site-packages\numba\parfors\parfor.py:3547(_combine_params_races_for_ssa_names)
